observation,tempC_7to8,tempC_1to2,tempC_6to7,tempC_avg,humidity_7to8,humidity_1to2,humidity_6to7,humidity_avg,windspeedKmph_7to8,windspeedKmph_1to2,windspeedKmph_6to7,windspeedKmph_avg,pressureMB_7to8,pressureMB_1to2,pressureMB_6to7,pressureMB_avg,precipMM_7to8,precipMM_1to2,precipMM_6to7,precipMM_avg,weatherDesc_7to8,weatherDesc_1to2,weatherDesc_6to7,%_soil_moisure,soil_pH,water_pH,water_TDS_mgpl
2018-10-30,25,29,23,25,36,26,32,31,14,12,14,13,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,55,6.89,7.71,1634.0
2018-10-31,25,30,23,26,43,28,39,36,17,15,13,15,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,50,6.98,7.24,1709.0
2018-11-01,26,29,25,26,55,43,54,50,18,16,8,14,1013,1010,1012,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,6.63,7.01,1707.0
2018-11-02,26,31,26,27,50,33,44,42,12,9,4,8,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,7.38,7.6,1710.0
2018-11-04,26,30,26,27,67,51,69,62,8,7,6,7,1013,1010,1012,1011,0.1,1.2,0.5,0.6,Patchy light drizzle,Moderate or heavy rain shower,Patchy rain possible,42,7.18,8.49,1707.0
2018-11-05,27,32,26,28,64,43,63,56,8,3,8,6,1013,1011,1012,1012,0.0,0.0,0.1,0.03333333333333333,Sunny,Sunny,Patchy rain possible,44,6.52,8.02,1708.0
2018-11-06,28,31,26,28,55,37,45,45,9,9,8,8,1014,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.77,7.78,1708.0
2018-11-07,27,30,24,27,37,24,33,31,6,9,8,7,1015,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,6.71,7.16,1708.0
2018-11-08,26,32,26,28,39,29,45,37,9,1,3,4,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,7.06,8.47,1707.0
2018-11-09,26,31,25,27,45,29,46,40,7,7,9,7,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,6.95,7.56,1708.0
2018-11-10,28,30,24,27,39,27,34,33,5,11,9,8,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,7.38,8.06,1709.0
2018-11-11,26,31,24,27,36,25,36,32,9,7,8,8,1014,1012,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.6,8.16,1710.0
2018-11-12,26,31,26,27,33,20,30,27,7,7,5,6,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.11,7.86,1707.0
2018-11-13,26,31,24,27,32,27,47,35,7,7,8,7,1012,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.97,7.69,1710.0
2018-11-14,28,32,26,28,31,27,51,36,2,1,4,2,1012,1009,1011,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.72,6.8,1707.0
2018-11-15,26,30,24,26,34,23,30,29,12,13,10,11,1014,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,6.85,6.94,1624.5
2018-11-16,25,31,26,27,35,25,34,31,11,6,5,7,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,7.22,8.39,1707.0
2018-11-17,26,32,26,28,35,25,40,33,10,4,4,6,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,7.35,7.06,1710.0
2018-11-18,27,32,26,28,35,31,44,36,9,3,6,6,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.02,7.62,1708.0
2018-11-19,27,31,27,28,43,43,55,47,11,8,4,7,1014,1012,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy,40,7.11,7.17,1707.0
2018-11-20,27,31,27,28,55,39,52,48,10,2,3,5,1015,1012,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.76,7.34,1707.0
2018-11-21,27,29,27,27,48,46,44,46,7,9,6,7,1015,1012,1014,1013,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy,42,6.76,8.09,1708.0
2018-11-22,26,30,25,27,46,32,41,39,12,10,9,10,1015,1013,1015,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.69,7.45,1710.0
2018-11-23,25,30,24,26,42,29,35,35,16,14,11,13,1017,1015,1016,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,7.44,7.51,1708.0
2018-11-24,25,30,25,26,39,28,39,35,9,7,4,6,1018,1015,1017,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.9,7.49,1708.0
2018-11-25,25,30,24,26,44,31,42,39,13,7,6,8,1017,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.92,8.3,1709.0
2018-11-26,24,29,23,25,44,25,31,33,10,8,9,9,1015,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,42,6.99,7.72,1707.0
2018-11-27,23,30,24,25,36,24,32,30,13,8,6,9,1015,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.12,8.03,1709.0
2018-11-28,23,29,23,25,36,23,30,29,12,10,10,10,1016,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy,40,6.71,7.5,1709.0
2018-11-29,23,28,23,24,37,25,33,31,11,10,8,9,1017,1015,1016,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.93,7.53,1710.0
2018-11-30,23,28,22,24,42,25,33,33,12,9,9,10,1018,1015,1015,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,7.4,8.0,1628.3
2018-12-01,22,27,22,23,43,28,38,36,11,9,8,9,1015,1012,1013,1013,0.0,0.0,0.0,0.0,Partly cloudy,Cloudy,Overcast,42,7.44,7.96,1710.0
2018-12-02,22,28,23,24,45,31,43,39,12,3,6,7,1013,1010,1012,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.72,7.76,1708.0
2018-12-03,23,29,23,25,45,32,45,40,11,7,8,8,1014,1011,1013,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.74,8.45,1708.0
2018-12-04,23,29,24,25,49,35,47,43,12,7,6,8,1015,1012,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,7.09,8.16,1709.0
2018-12-05,24,29,23,25,50,35,52,45,8,4,7,6,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.15,7.63,1709.0
2018-12-06,25,29,22,25,45,28,44,39,5,9,9,7,1013,1010,1012,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,7.46,7.74,1709.0
2018-12-08,25,29,23,25,45,31,39,38,7,16,8,10,1014,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.53,7.84,1708.0
2018-12-09,25,28,22,25,32,25,40,32,6,14,7,9,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,7.06,8.14,1710.0
2018-12-10,23,27,20,23,33,22,36,30,5,12,9,8,1014,1011,1013,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.85,7.02,1710.0
2018-12-11,22,28,21,23,33,26,40,33,7,6,5,6,1015,1013,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,7.36,8.31,1710.0
2018-12-12,22,27,20,23,37,32,54,41,4,7,10,7,1015,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.32,7.91,1709.0
2018-12-13,21,25,20,22,45,31,41,39,13,11,12,12,1017,1015,1016,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,7.03,7.86,1708.0
2018-12-14,20,25,20,21,39,32,43,38,19,15,16,16,1018,1015,1017,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,6.95,8.43,1707.0
2018-12-15,19,26,20,21,48,36,45,43,18,17,17,17,1018,1014,1017,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,6.78,6.92,1627.35
2018-12-16,20,25,19,21,46,26,34,35,17,16,16,16,1018,1015,1016,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,7.28,7.11,1708.0
2018-12-17,19,25,19,21,46,31,39,38,18,16,12,15,1017,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,7.21,8.5,1707.0
2018-12-18,19,26,19,21,48,28,37,37,13,10,10,11,1018,1015,1015,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.17,8.28,1710.0
2018-12-19,19,26,19,21,37,19,31,29,12,10,8,10,1018,1015,1016,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.98,7.74,1709.0
2018-12-20,18,26,20,21,47,24,38,36,14,10,8,10,1017,1014,1014,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,7.37,8.2,1709.0
2018-12-21,20,28,22,23,45,34,46,41,10,4,5,6,1016,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,7.37,6.52,1707.0
2018-12-22,22,29,22,24,42,28,41,37,9,3,3,5,1015,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,6.94,7.73,1709.0
2018-12-23,22,29,23,24,38,31,42,37,12,4,4,6,1016,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,7.07,8.09,1708.0
2018-12-24,23,28,23,24,51,35,48,44,10,8,9,9,1015,1012,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,7.19,8.34,1708.0
2018-12-25,25,29,22,25,42,31,43,38,6,15,8,9,1015,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,7.04,7.83,1708.0
2018-12-26,22,26,18,22,36,25,31,30,7,17,8,10,1015,1013,1015,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,6.58,6.98,1709.0
2018-12-27,18,24,17,19,26,19,27,24,9,12,12,11,1017,1013,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,7.31,8.13,1710.0
2018-12-28,17,24,17,19,33,18,21,24,16,15,14,15,1016,1013,1016,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.24,7.01,1709.0
2018-12-29,17,24,18,19,30,19,25,24,13,11,12,12,1018,1015,1017,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.65,6.73,1710.0
2018-12-30,17,25,18,20,29,18,22,23,12,12,12,12,1019,1017,1019,1018,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,7.26,8.39,1625.45
2018-12-31,18,26,19,21,29,17,23,23,10,11,10,10,1020,1017,1019,1018,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.66,7.39,1709.0
2019-01-01,20,30,23,24,24,16,27,22,9,8,5,7,1020,1017,1018,1018,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.81,6.6,1708.0
2019-01-02,24,30,22,25,26,16,24,22,3,5,9,5,1019,1018,1018,1018,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,6.8,7.56,1707.0
2019-01-03,24,31,24,26,24,18,26,22,7,6,6,6,1020,1017,1018,1018,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.82,7.89,1710.0
2019-01-04,23,31,24,26,27,18,31,25,9,9,7,8,1019,1016,1016,1017,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.81,7.68,1710.0
2019-01-05,23,29,22,24,30,22,34,28,2,9,12,7,1017,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.99,8.32,1708.0
2019-01-06,23,27,20,23,25,17,35,25,4,9,12,8,1016,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.83,7.54,1707.0
2019-01-07,19,26,19,21,33,19,26,26,11,15,10,12,1017,1015,1016,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,7.22,7.21,1710.0
2019-01-08,19,29,22,23,30,16,23,23,10,7,6,7,1017,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.85,7.03,1710.0
2019-01-09,22,30,22,24,26,14,23,21,6,4,5,5,1016,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,7.14,8.46,1708.0
2019-01-11,23,29,21,24,29,17,27,24,6,7,10,7,1016,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,7.4,8.02,1709.0
2019-01-12,24,28,20,24,29,19,32,26,3,10,12,8,1015,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.63,8.02,1710.0
2019-01-13,22,30,21,24,28,21,31,26,4,5,8,5,1017,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.95,6.72,1710.0
2019-01-14,20,27,21,22,36,26,34,32,12,17,15,14,1016,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.21,7.47,1709.0
2019-01-15,20,30,24,24,40,27,40,35,11,8,5,8,1017,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.63,7.85,1633.05
2019-01-16,22,31,24,25,47,25,40,37,9,7,6,7,1016,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.84,8.18,1708.0
2019-01-17,25,30,23,26,35,23,32,30,4,6,10,6,1015,1013,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.45,7.75,1708.0
2019-01-18,23,31,25,26,30,21,29,26,7,8,3,6,1015,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.63,6.57,1708.0
2019-01-19,22,30,24,25,31,21,30,27,11,12,9,10,1016,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,7.39,7.24,1708.0
2019-01-20,25,31,24,26,35,21,32,29,7,8,4,6,1017,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.74,7.46,1708.0
2019-01-21,25,29,21,25,35,24,40,33,5,17,19,13,1015,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,7.2,7.0,1709.0
2019-01-22,20,26,19,21,66,34,73,57,12,18,17,15,1015,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,7.28,8.5,1709.0
2019-01-23,18,24,18,20,76,42,54,57,8,11,13,10,1017,1014,1015,1015,0.0,0.0,0.0,0.0,Partly cloudy,Sunny,Clear,44,7.42,7.86,1707.0
2019-01-24,21,27,19,22,47,22,36,35,4,9,15,9,1017,1014,1014,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.83,8.39,1707.0
2019-01-25,18,24,18,20,35,20,32,29,7,13,13,11,1017,1015,1016,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.53,7.87,1710.0
2019-01-26,17,24,19,20,57,35,44,45,17,19,15,17,1018,1016,1017,1017,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.6,8.45,1708.0
2019-01-27,17,24,18,19,57,32,44,44,17,19,18,18,1020,1017,1017,1018,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.78,7.36,1709.0
2019-01-28,16,23,17,18,38,30,33,33,17,20,17,18,1021,1017,1018,1018,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.21,7.75,1707.0
2019-01-29,16,25,19,20,28,21,27,25,13,17,14,14,1020,1016,1017,1017,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.65,7.22,1708.0
2019-01-30,15,27,29,23,26,20,22,22,9,6,5,6,1017,1016,1014,1015,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,43,7.14,7.69,1628.3
2019-01-31,19,26,26,23,35,23,28,28,6,10,13,9,1016,1014,1013,1014,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,40,6.65,8.34,1707.0
2019-02-01,20,27,27,24,37,26,28,30,6,8,12,8,1015,1014,1013,1014,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,45,6.72,8.09,1710.0
2019-02-02,19,27,28,24,32,26,28,28,10,12,11,11,1014,1013,1012,1013,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,40,6.52,8.07,1710.0
2019-02-03,22,29,26,25,43,26,33,34,10,11,4,8,1016,1013,1015,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy,41,7.39,7.08,1710.0
2019-02-04,24,30,26,26,37,26,32,31,15,18,11,14,1017,1015,1016,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy,42,6.97,8.49,1709.0
2019-02-05,24,30,24,26,39,23,42,34,5,11,12,9,1017,1014,1014,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.66,7.82,1707.0
2019-02-06,24,29,21,24,44,30,38,37,3,14,20,12,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.62,8.28,1708.0
2019-02-07,19,24,17,20,53,39,60,50,17,24,23,21,1015,1014,1015,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.9,8.44,1707.0
2019-02-08,16,23,16,18,57,25,35,39,9,13,16,12,1018,1015,1017,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.67,8.2,1709.0
2019-02-09,16,24,17,19,31,13,17,20,6,10,9,8,1019,1015,1016,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.76,7.14,1710.0
2019-02-10,18,29,22,23,20,12,18,16,12,12,10,11,1018,1015,1015,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,7.39,7.82,1709.0
2019-02-11,22,32,23,25,23,19,30,24,10,8,6,8,1017,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,7.09,7.51,1708.0
2019-02-12,24,32,27,27,32,27,34,31,11,12,8,10,1017,1014,1016,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Cloudy,43,7.35,7.99,1709.0
2019-02-14,25,31,24,26,36,25,39,33,6,10,19,11,1016,1012,1013,1013,0.0,0.0,0.0,0.0,Partly cloudy,Sunny,Clear,43,7.05,6.54,1708.0
2019-02-15,24,29,21,24,34,23,39,32,6,17,17,13,1016,1013,1015,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.55,7.38,1630.2
2019-02-16,22,31,22,25,35,15,29,26,4,7,5,5,1017,1014,1015,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,7.08,7.39,1710.0
2019-02-17,22,30,23,25,30,15,26,23,8,8,14,10,1016,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.46,8.28,1710.0
2019-02-18,25,31,24,26,20,14,23,19,2,13,15,10,1014,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.04,7.51,1710.0
2019-02-19,27,34,26,29,18,14,25,19,4,7,14,8,1013,1011,1013,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,7.48,6.98,1708.0
2019-02-20,27,34,26,29,20,16,29,21,10,14,17,13,1014,1012,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,7.0,7.37,1710.0
2019-02-21,27,33,26,28,30,23,46,33,3,11,18,10,1018,1015,1016,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,7.49,7.2,1708.0
2019-02-22,27,33,26,28,30,21,37,29,2,10,18,10,1016,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,7.2,7.95,1707.0
2019-02-23,28,34,26,29,31,17,25,24,6,12,17,11,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,6.86,7.78,1709.0
2019-02-24,27,32,24,27,22,15,18,18,7,20,18,15,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,7.29,7.28,1709.0
2019-02-25,25,31,24,26,21,16,25,20,9,19,17,15,1013,1010,1010,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.25,7.08,1708.0
2019-02-26,23,28,22,24,37,18,37,30,15,28,19,20,1012,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,7.09,7.73,1709.0
2019-02-27,22,27,21,23,43,31,50,41,10,23,20,17,1012,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,7.35,7.57,1709.0
2019-02-28,21,28,24,24,45,20,26,30,7,10,7,8,1014,1011,1011,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.77,6.57,1707.0
2019-03-01,23,30,26,26,31,17,23,23,11,12,10,11,1013,1010,1010,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,6.6,6.56,1709.0
2019-03-02,26,34,25,28,29,17,32,26,14,16,20,16,1012,1009,1011,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,7.46,6.79,1709.0
2019-03-03,23,31,23,25,50,29,66,48,12,18,19,16,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.34,7.18,1707.0
2019-03-04,22,29,22,24,66,42,66,58,13,21,20,18,1012,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.1,6.51,1709.0
2019-03-05,21,29,23,24,67,29,43,46,8,16,18,14,1012,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.05,7.97,1710.0
2019-03-06,22,29,22,24,48,20,41,36,9,13,14,12,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,6.78,7.29,1707.0
2019-03-07,24,31,25,26,36,13,27,25,5,9,15,9,1013,1010,1010,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.32,7.69,1708.0
2019-03-08,26,32,26,28,24,16,28,22,4,11,18,11,1013,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,7.05,6.73,1707.0
2019-03-09,26,33,25,28,30,20,31,27,8,17,19,14,1014,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.17,6.82,1708.0
2019-03-10,28,33,26,29,23,16,28,22,4,13,20,12,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,7.26,7.27,1709.0
2019-03-11,25,32,25,27,35,22,34,30,9,18,17,14,1015,1012,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.44,6.57,1707.0
2019-03-12,26,33,27,28,37,18,30,28,5,13,17,11,1016,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,6.9,7.21,1709.0
2019-03-13,24,32,25,27,30,20,28,26,9,16,19,14,1015,1013,1015,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,7.03,7.12,1707.0
2019-03-14,24,31,24,26,40,19,23,27,11,15,16,14,1016,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.11,7.92,1707.0
2019-03-15,25,34,27,28,20,13,16,16,7,9,15,10,1016,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,7.17,7.3,1630.2
2019-03-16,28,35,27,30,17,14,21,17,10,14,17,13,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.32,7.71,1707.0
2019-03-17,28,34,27,29,17,14,22,17,6,16,19,13,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,6.67,6.82,1708.0
2019-03-18,29,34,28,30,19,14,20,17,6,12,21,13,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,6.68,8.3,1708.0
2019-03-20,29,34,26,29,19,16,27,20,7,13,21,13,1011,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,7.32,7.05,1710.0
2019-03-21,27,33,26,28,30,15,29,24,8,17,18,14,1013,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,7.2,7.14,1710.0
2019-03-22,27,33,27,29,20,15,28,21,6,13,13,10,1015,1012,1012,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.4,7.17,1709.0
2019-03-23,30,37,29,32,19,11,17,15,7,9,15,10,1014,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,7.15,7.4,1708.0
2019-03-24,30,37,30,32,16,12,19,15,9,9,14,10,1013,1009,1009,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,6.65,7.56,1708.0
2019-03-25,33,37,31,33,16,11,18,15,7,11,23,13,1012,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,6.98,7.29,1708.0
2019-03-26,31,37,30,32,19,10,19,16,13,13,18,14,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.22,7.13,1709.0
2019-03-27,33,37,30,33,16,8,16,13,5,10,18,11,1015,1011,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,32,7.21,7.43,1710.0
2019-03-28,33,38,31,34,10,9,20,13,8,8,14,10,1014,1010,1010,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,32,6.5,7.83,1708.0
2019-03-29,33,40,32,35,17,10,23,16,9,13,10,10,1012,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,6.86,6.65,1707.0
2019-03-30,32,38,32,34,24,15,25,21,12,12,17,13,1011,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,6.58,7.65,1629.25
2019-03-31,30,37,30,32,29,13,20,20,12,23,20,18,1011,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.11,7.98,1710.0
2019-04-01,30,36,29,31,23,13,29,21,10,18,19,15,1012,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,32,7.3,6.56,1707.0
2019-04-02,31,37,29,32,21,11,39,23,7,10,17,11,1012,1009,1009,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,6.88,7.34,1710.0
2019-04-03,32,38,31,33,23,12,35,23,8,8,17,11,1011,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,7.1,7.0,1708.0
2019-04-04,33,38,31,34,19,12,27,19,9,13,21,14,1012,1009,1009,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.14,7.26,1707.0
2019-04-05,31,36,30,32,35,20,29,28,9,14,24,15,1013,1010,1012,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.36,7.52,1708.0
2019-04-06,30,36,30,32,31,17,24,24,13,20,21,18,1013,1010,1010,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,6.62,7.46,1707.0
2019-04-07,30,37,30,32,25,15,28,22,11,20,19,16,1011,1008,1008,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.01,6.97,1707.0
